csa_name_mod2,company_id,company_name,shifts_worked,adjusted_head_count,fill_rate,industry_name,average_head_count,average_hourly_wage,average_shift_lead,total_net_commissionable_revenue_2023,avg_days_between_shifts,total_head_count
All Other Markets Combined,4675,OurPro,,,,,,,,,,
All Other Markets Combined,4678,Premium Oilfield,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",4680,All Metals Fabricating,,,,Manufacturing,,,38.0000,,,
All Other Markets Combined,4681,San Antonio Missions Baseball,23,23,1.0000,Food Services,1.0000,16,5.2083,836.32,7.9091,23
"Salt Lake City-Provo-Orem, UT",4685,Sushi Sensei,1,1,1.0000,Food Services,1.0000,14,2.5000,42.14,,1
All Other Markets Combined,4687,Foundation Supportworks of Idaho,,,,,,,,,,
All Other Markets Combined,4688,ASHBURN SAUCE COMPANY,,,,,,,,,,
All Other Markets Combined,4694,Applewood Coney Island,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",4695,Millennium Distribution DFW,,,,Warehouse,,,1.0000,,,
"Dallas-Fort Worth, TX-OK",4699,STRUCTURED CABLE PRODUCTS,210,210,1.0000,Manufacturing,1.0000,14.790284364709358,3.7333,8997.73,0.6411,211
All Other Markets Combined,4709,Marty's Pizza Delafield,,,,,,,,,,
All Other Markets Combined,4712,Alpla Houston,,,,,,,,,,
All Other Markets Combined,4726,Budreck Truck Lines,,,,,,,,,,
All Other Markets Combined,4727,Group investing Real Estate,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",4728,CRD Events,,,,Events,,,5.0000,,,
All Other Markets Combined,4734,Garage Door Team LLC,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",4742,"Absolute Touch Cleaning and Organizing, LLC",,,,,,,,,,
All Other Markets Combined,4744,David Bernard Services,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",4748,Sterling ATM,,,,,,,,,,
All Other Markets Combined,4753,Fetch Package - Nashville,,,,,,,,,,
"Las Vegas-Henderson, NV",4754,PME Community Services,6,6,1.0000,Janitorial,2.0000,15,12.0000,236.25,3.0000,4
All Other Markets Combined,4755,Unicorn Tire,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",4756,American Marketing Inc.,,,,,,,,,,
All Other Markets Combined,4757,Hilton Garden Inn Chandler,,,,,,,,,,
All Other Markets Combined,4761,Strategic Filtration,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",4765,SMPL Manufacturing,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",4770,Hales Logistics,73,75,0.9733,Warehouse,1.1333,15,3.5143,3061.7,1.8305,68
"Las Vegas-Henderson, NV",4771,Central Valley Silver State Specialists- TruTeam Las Vegas,,,,,,,,,,
All Other Markets Combined,4772,Moderato Ristorante Doral,,,,,,,,,,
All Other Markets Combined,4773,"Dugout Sports, LLC",,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",4777,Mountainview Builders Supply,33,41,0.8049,Manufacturing,6.2857,18,1.8000,249.35,61.2000,44
All Other Markets Combined,4782,Salt + Light Builders,,,,,,,,,,
All Other Markets Combined,4786,What's the Current,,,,,,,,,,
All Other Markets Combined,4790,CACi Grill,32,34,0.9412,Food Services,1.2414,16.379310344827587,3.7273,858.48,11.7083,36
All Other Markets Combined,4792,Put a Fork In It,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",4793,Mak’s Cleaning LLC,9,9,1.0000,Janitorial,1.2500,17,9.0000,154.89,22.5000,10
All Other Markets Combined,4801,Welcome Home Cleaning Inc.,,,,,,,,,,
"Las Vegas-Henderson, NV",4802,SportCrete,,,,,,,,,,
All Other Markets Combined,4890,Rembrandts,49,57,0.8596,Food Services,1.2000,15.254545454545454,2.9733,2106.16,5.3333,66
All Other Markets Combined,4892,Washington Waldorf School,,,,,,,,,,
All Other Markets Combined,4893,Glenn's Market & Catering,,,,,,,,,,
All Other Markets Combined,4894,Morgan Taylor’d Events,32,33,0.9697,Events,1.7143,25.428571428571427,1.0526,391.1,17.0833,24
All Other Markets Combined,4895,Pro Housekeepers,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",4905,Zena's Flowers and Gifts,,,,,,,,,,
All Other Markets Combined,4906,DJJohnny Utah Promotions,7,8,0.8750,Entertainment,2.6667,28.333333333333332,1.3333,126,31.0000,8
All Other Markets Combined,4908,Universal Steel America,,,,,,,,,,
All Other Markets Combined,4915,Spark Vintage Rentals LLC,,,,,,,,,,
All Other Markets Combined,4924,Healthy Soul Catering Company,1,2,0.5000,Food Services,2.0000,25,1.0000,24,,2
"Salt Lake City-Provo-Orem, UT",4933,Miracle Method Surface Refinishing ,,,,,,,,,,
All Other Markets Combined,4936,"Icon OEM, Inc.",272,342,0.7953,Warehouse,3.3434,15.555555555555555,1.3551,11812.47,1.7755,331
All Other Markets Combined,4940,Rosecroft Raceway,218,246,0.8862,Entertainment,1.5000,15,4.7821,7392.88,1.9150,246
All Other Markets Combined,4943,"Treehous, LLC",,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",4944,Venue 6SIX9,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",4948,CH Holdings,,,,Construction,,,0.0000,,,
"Salt Lake City-Provo-Orem, UT",4953,Salt Palace Convention Center,5089,5283,0.9633,Events,6.0100,16,4.6220,229127.51,0.0745,4814
All Other Markets Combined,4956,Los Pochos Sport Grill,,,,,,,,,,
All Other Markets Combined,4966,Adler Pelzer Group,,,,,,,,,,
All Other Markets Combined,4967,Juniper Green Events,6,6,1.0000,Events,1.2000,18.2,12.5000,197.26,19.5000,6
"Salt Lake City-Provo-Orem, UT",4970,Cosmos Granite West,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",4971,DealsPointer INC,37,47,0.7872,Retail,2.2273,16.545454545454547,2.7813,693.44,10.9000,49
All Other Markets Combined,4971,DealsPointer INC,37,47,0.7872,Retail,2.2273,16.545454545454547,2.7813,693.44,10.9000,49
"Salt Lake City-Provo-Orem, UT",4972,Crawford Door Sales,,,,,,,,,,
All Other Markets Combined,4974,"Midwest Glass Fabricators, Inc.",,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",4990,Time Machine,,,,,,,,,,
All Other Markets Combined,5001,Chef Junction,,,,,,,,,,
All Other Markets Combined,5004,Historic Bates Mansion,5,6,0.8333,Events,1.7500,18.5,74.6000,109.84,104.5000,7
"Dallas-Fort Worth, TX-OK",5005,Brunchaholics,8,8,1.0000,Food Services,4.0000,20,1.0000,236.88,,4
All Other Markets Combined,5018,Reston Farm Garden Market,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",5022,Dei Rossi Marketing,59,62,0.9516,Sales,1.4762,14.821428571428571,2.9792,2507,6.1951,62
"Salt Lake City-Provo-Orem, UT",5023,Thomas Cuisine - Utah (Pluralsight),,,,Hospitality,,,7.0000,,,
"Salt Lake City-Provo-Orem, UT",5025,Thomas Cuisine - Utah (Biofire 1201),76,76,1.0000,Hospitality,1.0000,17.30263157894737,5.0101,3810.55,3.8000,76
"Salt Lake City-Provo-Orem, UT",5027,Thomas Cuisine - Utah (Biofire 94),44,44,1.0000,Hospitality,1.0000,16.032608695652176,6.2206,1685.4,0.8372,46
"Salt Lake City-Provo-Orem, UT",5029,Thomas Cuisine - Utah (Varex),1,1,1.0000,Hospitality,1.0000,17,2.0000,44.2,,1
"Salt Lake City-Provo-Orem, UT",5030,Thomas Cuisine - Utah (Biofire 1001),1451,1467,0.9891,Hospitality,1.1946,17.070403587443945,9.4051,71885.51,0.0254,1332
"Salt Lake City-Provo-Orem, UT",5031,Thomas Cuisine - Utah (Texas Instruments),76,78,0.9744,Hospitality,1.0519,16.98701298701299,4.1346,3488.73,3.8378,81
"Salt Lake City-Provo-Orem, UT",5033,DIME Beauty Co,320,323,0.9907,Warehouse,17.9412,15,9.9583,12984.6,3.5000,305
"Las Vegas-Henderson, NV",5040,All-Star Fence Company,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",5047,RLS Performance,202,212,0.9528,Warehouse,2.4524,19.952380952380953,44.1036,10591.16,3.5921,206
All Other Markets Combined,5048,BEST Crowd Management - Boise,170,317,0.5363,Events,49.6250,16.125,11.3750,6818.28,31.0000,397
"Dallas-Fort Worth, TX-OK",5056,Graze Craze Plano,1,1,1.0000,Food Services,1.0000,15,2.5000,19.2,,1
All Other Markets Combined,5057,SodexoMagic - Jackson Memorial Hospital Main,715,758,0.9433,Food Services,1.4654,17.83739837398374,9.6952,29083.25,0.2500,721
All Other Markets Combined,5060,SodexoMagic - Jackson Memorial North,22,23,0.9565,Food Services,1.0952,17,7.0833,896.86,4.2000,23
"Salt Lake City-Provo-Orem, UT",5061,BEST Crowd Management - University of Utah,,,,,,,,,,
All Other Markets Combined,5062,Sodexo - Jackson Memorial North EVS,1449,1538,0.9421,Janitorial,1.1363,15.662093742489814,22.4851,50185.11,0.0388,1818
All Other Markets Combined,5070,"Executive Events, LLC",,,,,,,,,,
"Dallas-Fort Worth, TX-OK",5079,Soirée Coffee Bar,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",5092,ALT Linen,1,2,0.5000,Warehouse,2.0000,17,0.0000,20.23,,2
All Other Markets Combined,5093,Maui Wowi,8,8,1.0000,Food Services,1.0000,16,8.9286,264.87,36.7143,8
All Other Markets Combined,5096,"Chappell's Cleaning Services, LLC",,,,Janitorial,,,4.2500,,,
"Salt Lake City-Provo-Orem, UT",5103,Wonder Entertainment,131,144,0.9097,Entertainment,4.3226,17.29032258064516,9.9512,4490.71,8.8000,134
"Las Vegas-Henderson, NV",5104,TetrisPrep,65,74,0.8784,Warehouse,1.9189,17.054054054054053,21.2045,1795.23,7.4412,71
All Other Markets Combined,5106,General Service Company,,,,,,,,,,
All Other Markets Combined,5109,Port of Subs 185,,,,,,,,,,
All Other Markets Combined,5110,EKO Crewing ,175,267,0.6554,Entertainment,12.4800,17,7.6538,4001.21,6.8182,312
All Other Markets Combined,5113,Island Deliveries,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",5115,BayWatch Technologies,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",5120,"Go Energy Foods, Inc.",21,25,0.8400,Manufacturing,2.8750,15.125,3.4444,706.88,19.8571,23
"Las Vegas-Henderson, NV",5123,Las Vegas Crating & Logistics Locations,,,,,,,,,,
All Other Markets Combined,5124,Mr. Chipp,,,,,,,,,,
All Other Markets Combined,5125,Gallery of Food,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",5129,Awesome Catering DFW,2,6,0.3333,Food Services,6.0000,20,5.0000,74.9,,6
All Other Markets Combined,5130,SodexoMagic - Jackson Memorial South,346,360,0.9611,Food Services,1.1049,17.453658536585365,10.4741,12581.29,0.5619,453
"Dallas-Fort Worth, TX-OK",5132,Maverick Fulfillment,18,18,1.0000,Warehouse,1.8889,16.88888888888889,32.8182,513.99,1.1429,17
"Dallas-Fort Worth, TX-OK",5146,A La Carte Catering & Cakes,163,173,0.9422,Food Services,1.1800,14.626666666666667,3.6065,6189.2,1.4722,177
"Salt Lake City-Provo-Orem, UT",5147,Centennial Management Group,81,81,1.0000,Events,14.2000,16.6,148.0000,3253.21,10.0000,71
All Other Markets Combined,5148,D&D CLEANING SERVICE,,,,,,,,,,
"Las Vegas-Henderson, NV",5150,Smiley Pies LLC,,,,,,,,,,
All Other Markets Combined,5159,Elite Occasion by Timina Lenae,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",5162,Fetch Package - Plano,,,,,,,,,,
All Other Markets Combined,5171,Signature Catering - San Antonio,85,95,0.8947,Hospitality,2.6765,17,12.7073,2400.79,6.4848,91
"Las Vegas-Henderson, NV",5172,As You Wish Catering,,,,,,,,,,
All Other Markets Combined,5183,Let the World Know / ChicagoPartyPlace.com,,,,,,,,,,
All Other Markets Combined,5184,1-800 Water Damage of Athens,,,,,,,,,,
All Other Markets Combined,5187,Arizona Nights,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",5189,Relax In Comfort,,,,,,,,,,
All Other Markets Combined,5191,Westview Orchards & Winery,26,27,0.9630,Events,1.1667,17,3.6757,224.68,1.6471,21
All Other Markets Combined,5193,Tube and Solid Tire,,,,,,,,,,
All Other Markets Combined,5195,Nomes Caterings ,3,4,0.7500,Food Services,4.0000,15,5.0000,35.93,,4
All Other Markets Combined,5207,Gibson Investments,,,,,,,,,,
All Other Markets Combined,5208,Catering Out The Box,,,,,,,,,,
All Other Markets Combined,5216,Behind The Bash Artisan Catering,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",5219,Graze Craze Sandy,,,,,,,,,,
All Other Markets Combined,5223,First We Eat Catering,37,38,0.9737,Food Services,1.4231,16.423076923076923,6.5758,1163.12,12.2857,37
All Other Markets Combined,5230,Rite & Rite Now Cleaning LLC,,,,,,,,,,
All Other Markets Combined,5233,SpringHill Suites by Marriott,12,14,0.8571,Hospitality,2.0714,16.285714285714285,10.1154,266.88,27.8000,29
"Salt Lake City-Provo-Orem, UT",5240,Hope and Henry,3,3,1.0000,Warehouse,3.0000,15,1.0000,106.21,,3
"Las Vegas-Henderson, NV",5245,Interior Services NV LLC,6,8,0.7500,Delivery,4.0000,17,3.5000,188.95,1.0000,8
All Other Markets Combined,5249,A Davis Events,7,9,0.7778,Events,4.0000,18.5,124.4286,153.6,0.0000,16
All Other Markets Combined,5252,Worldwide Wholesale Warehouse Inc.,,,,Warehouse,,,11.3571,,,
"Salt Lake City-Provo-Orem, UT",5254,Point S. Tire,,,,,,,,,,
All Other Markets Combined,5257,Joy Is vacation rental cleaning,,,,,,,,,,
All Other Markets Combined,5264,Sweetwater Cuisine,40,43,0.9302,Food Services,1.3333,13.651515151515152,2.3000,1587.37,8.7000,44
All Other Markets Combined,5265,Hardwoods Specialty Products USLP,,,,,,,,,,
All Other Markets Combined,5266,MacFarlane Pheasants,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",5270,The Grill LLC,4,4,1.0000,Food Services,1.0000,17.8,4.3333,83.78,81.6667,5
All Other Markets Combined,5272,Xtreme Marketing VB,,,,,,,,,,
All Other Markets Combined,5274,Brigade Events,6,6,1.0000,Manufacturing,1.0000,15,1.5000,196.62,78.6667,4
"Salt Lake City-Provo-Orem, UT",5282,Stroops,,,,,,,,,,
All Other Markets Combined,5286,Jenkins Restorations - Chesapeake,281,301,0.9336,Construction,1.9730,16.925675675675677,2.0983,10901.1,2.1071,292
"Salt Lake City-Provo-Orem, UT",5287,Hotel Park City,,,,,,,,,,
All Other Markets Combined,5289,AMG Cleaning Services,,,,,,,,,,
All Other Markets Combined,5291,Graniti Vicentia LLC,683,752,0.9082,Manufacturing,3.4330,15,4.9200,21566.18,1.4439,769
All Other Markets Combined,5306,Dynamic Mitigation,,,,,,,,,,
All Other Markets Combined,5313,GHI Catering and Food Truck,,,,,,,,,,
All Other Markets Combined,5314,TONES OF MELANIN,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",5315,Leftovers,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",5316,Preston Hollow Catering,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",5322,Oakmont Country Club,184,184,1.0000,Food Services,1.0054,16.79032258064516,5.5545,6828.08,1.6914,187
"Las Vegas-Henderson, NV",5323,Restoration 1 (Las Vegas),,,,,,,,,,
All Other Markets Combined,5324,Melrose Knitting Mill,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",5325,Bountiful Collision,,,,Manufacturing,1.0000,17,4.0000,,,2
"Dallas-Fort Worth, TX-OK",5326,Consolidated Clothiers,,,,,,,,,,
All Other Markets Combined,5327,Junk King,,,,,,,,,,
All Other Markets Combined,5333,Renue Systems of Michigan,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",5334,BSP Warehousing & Distribution,48,52,0.9231,Warehouse,2.3333,15.083333333333334,30.6250,1903.32,7.4000,56
All Other Markets Combined,5335,Global Cleaning Services Corporation,,,,Janitorial,1.0000,13,2.2500,,,1
"Salt Lake City-Provo-Orem, UT",5336,Legends Boxing HQ,40,40,1.0000,Entertainment,2.9091,16.363636363636363,3.4615,1043.19,14.5000,32
"Salt Lake City-Provo-Orem, UT",5337,The Leonardo - Events,48,58,0.8276,Events,3.2500,17,16.0000,720,4.4706,52
All Other Markets Combined,5338,Complete Restoration Services,36,36,1.0000,Construction,1.0000,18.90277777777778,5.4667,1841.71,3.2353,36
All Other Markets Combined,5339,Hindu Society of Minnesota,2,3,0.6667,Hospitality,1.1429,18,13.1429,110.79,96.0000,8
"Salt Lake City-Provo-Orem, UT",5340,Meier's Catering,19,20,0.9500,Food Services,1.8000,14,1.4000,631.22,18.5556,18
All Other Markets Combined,5343,Atmosphere Services,27,28,0.9643,Construction,1.8667,17,8.6316,1109.69,1.4286,28
All Other Markets Combined,5350,Idaho Central Arena - Operations,293,331,0.8852,Events,3.0163,16.276422764227643,20.7597,10048.22,2.9255,371
All Other Markets Combined,5363,Mira Mé Magic Fotos LLC,1,1,1.0000,Events,1.0000,18,213.0000,32.96,,1
All Other Markets Combined,5367,Hannah's Kitchen,,,,Food Services,,,107.0000,,,
All Other Markets Combined,5368,SmokeDatt BBQ INC,,,,,,,,,,
"Las Vegas-Henderson, NV",5371,Inno Supps,654,905,0.7227,Warehouse,6.3972,13.702127659574469,1.2297,22282.71,2.0429,902
All Other Markets Combined,5373,Primo Fitness,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",5385,Soulful Street Bites,23,24,0.9583,Food Services,1.0952,13.19047619047619,12.5600,648.81,13.3333,23
All Other Markets Combined,5386,PG Special Events,,,,,,,,,,
All Other Markets Combined,5387,Eurpac,128,141,0.9078,Warehouse,1.2991,16.514018691588785,30.2153,6717.13,1.0990,139
"Salt Lake City-Provo-Orem, UT",5389,Kizik,92,115,0.8000,Warehouse,3.5676,16.91891891891892,6.7436,3765.23,10.9630,132
All Other Markets Combined,5390,Airpark Business Center,1,1,1.0000,Real Estate,1.0000,17,1.0000,53.18,,1
All Other Markets Combined,5392,Kingfisher,,,,,,,,,,
All Other Markets Combined,5400,1-800 Water Damage of NW Houston ,,,,Construction,,,0.0000,,,
"Las Vegas-Henderson, NV",5402,CPR Tent & Events,,,,,,,,,,
All Other Markets Combined,5406,Carolina Restoration Services of NC,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",5407,Trophy Club Country Club,103,110,0.9364,Hospitality,1.9434,14,6.4769,3321.92,1.7885,103
All Other Markets Combined,5413,Post Exchange Catering,,,,,,,,,,
All Other Markets Combined,5416,Boise State University - FOM,40,41,0.9756,Janitorial,1.3125,16,10.4912,1357.91,0.6000,42
All Other Markets Combined,5418,OurPro San Antonio Services,,,,Janitorial,,,2.0000,,,
"Dallas-Fort Worth, TX-OK",5421,All4Clean,7,9,0.7778,Janitorial,1.5000,15,91.8333,111,31.5000,9
All Other Markets Combined,5435,Welder of Texas,,,,,,,,,,
All Other Markets Combined,5436,Honest Foods,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",5437,SoCo Bistro,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",5439,Fawn Design,14,15,0.9333,Warehouse,3.7500,16,1.7500,666.6,6.6667,15
"Las Vegas-Henderson, NV",5454,Father Figure Grub Truck,,,,,,,,,,
All Other Markets Combined,5468,C. Parks Catering & Events,,,,,,,,,,
All Other Markets Combined,5473,Mystic Lites,,,,,,,,,,
All Other Markets Combined,5480,"Whatchewsay?, Inc.",,,,,,,,,,
"Las Vegas-Henderson, NV",5481,Gourmet Celebrations,,,,Food Services,,,6.0000,,,
All Other Markets Combined,5481,Gourmet Celebrations,,,,Food Services,,,6.0000,,,
"Salt Lake City-Provo-Orem, UT",5483,Delta Center Managed- Levy,2,2,1.0000,Food Services,15.5952,17.476190476190474,24.2093,97.02,8.0000,655
All Other Markets Combined,5484,ASAP Restoration,,,,,,,,,,
All Other Markets Combined,5491,Lasata Properties,2,2,1.0000,Construction,2.0000,17,22.0000,65.45,,2
All Other Markets Combined,5501,MR Aquatics,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",5509,Jilly Bean Accessories,1,1,1.0000,Retail,1.0000,17,145.7500,29.93,,3
All Other Markets Combined,5509,Jilly Bean Accessories,1,1,1.0000,Retail,1.0000,17,145.7500,29.93,,3
"Salt Lake City-Provo-Orem, UT",5513,Thomas Cuisine - Utah (CHG),23,24,0.9583,Food Services,1.0357,17,6.5128,931.86,7.5000,29
"Salt Lake City-Provo-Orem, UT",5523,Camofire,,,,,,,,,,
All Other Markets Combined,5525,Tableside Gourmet Catering,2,2,1.0000,Food Services,1.0000,18,2.6667,86.4,6.0000,2
All Other Markets Combined,5533,Thai Bistro,,,,,,,,,,
All Other Markets Combined,5535,Choice Services,32,32,1.0000,Janitorial,1.0000,14.25,44.6949,1043.32,6.7742,32
All Other Markets Combined,5539,Local Motion,,,,,,,,,,
All Other Markets Combined,5542,"THE ROLLER SPECIALIST, INC.",,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",5543,Caley's Catering and Events,48,53,0.9057,Food Services,2.3810,14,0.4545,1292.75,9.3158,50
"Salt Lake City-Provo-Orem, UT",5546,Roderick Builders,22,22,1.0000,Construction,5.3333,20,91.2500,1081.22,122.0000,16
"Las Vegas-Henderson, NV",5547,Professional & Reliable Bartending,1,1,1.0000,Events,1.0000,30,3.5000,21,,1
"Salt Lake City-Provo-Orem, UT",5548,Johnstone Supply (SLC),,,,,,,,,,
All Other Markets Combined,5551,Corkys BBQ,6,6,1.0000,Food Services,1.0000,17,25.8824,158.44,17.8000,8
All Other Markets Combined,5567,1-800 WATER DAMAGE of Boise,34,36,0.9444,Construction,1.1515,17.5,2.5952,1414.01,2.3929,38
"Salt Lake City-Provo-Orem, UT",5568,Done right construction services ,3,4,0.7500,Construction,2.0000,17,2.4000,132.75,1.0000,4
All Other Markets Combined,5572,Daavat Catering & Events LLC,35,42,0.8333,Food Services,1.4706,14.764705882352942,12.7451,938.62,8.6429,50
All Other Markets Combined,5574,3 Horse Ranch Vineyards,,,,,,,,,,
"Las Vegas-Henderson, NV",5575,Goode Surgical,,,,,,,,,,
All Other Markets Combined,5576,Sparkling Dream Cleaning LLC,,,,,,,,,,
All Other Markets Combined,5579,Staged Above,,,,Real Estate,,,66.0000,,,
All Other Markets Combined,5581,Daher Cleaning Services,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",5585,Spice of Life Catering,8,9,0.8889,Food Services,2.6667,20,6.0000,372.94,1.0000,8
All Other Markets Combined,5587,Fort Lowell Neighborhood Association,12,12,1.0000,Events,2.5000,17.75,188.5000,279.26,89.3333,10
All Other Markets Combined,5596,The Local Caterer,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",5600,Thomas Cuisine - Utah (Fresenius Medical),5,5,1.0000,Food Services,1.0000,16,2.7143,283.68,7.0000,5
"Dallas-Fort Worth, TX-OK",5604,G Texas at AT&T Performing Arts Center,140,147,0.9524,Food Services,1.5281,17.02247191011236,9.1704,4306.39,3.0588,136
All Other Markets Combined,5606,NASHVILLE SWEEPERS,,,,,,,,,,
"Las Vegas-Henderson, NV",5617,Utopia Home Staging,,,,,,,,,,
All Other Markets Combined,5625,Culinary Propsect,,,,,,,,,,
"Las Vegas-Henderson, NV",5629,DLighted,,,,,,,,,,
All Other Markets Combined,5631,Lotus Vaping Technologies,79,89,0.8876,Manufacturing,2.2647,14.588235294117647,2.8750,3092.06,7.9091,77
All Other Markets Combined,5637,Jenkins Restorations - Raleigh,15,20,0.7500,Construction,1.7273,17,0.9231,448.15,21.2000,19
"Salt Lake City-Provo-Orem, UT",5638,Smith Optics,1436,1667,0.8614,Manufacturing,3.6263,15.385010266940451,4.4508,57937.79,0.6034,1766
All Other Markets Combined,5640,The Landing Hotel - Hampton,101,131,0.7710,Hospitality,3.0488,15.170731707317072,7.8103,3619.82,6.4103,125
All Other Markets Combined,5646,48Live,16,26,0.6154,Events,5.2000,18,5.2000,371.66,60.0000,26
All Other Markets Combined,5647,Honey Baked Ham (Sandy Springs),,,,,,,,,,
"Las Vegas-Henderson, NV",5648,Stage The Space,1,1,1.0000,Real Estate,1.0000,17,3.5000,13.9,,1
All Other Markets Combined,5650,Honey Baked Ham (Cobb Parkway),,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",5652,Hive & Home,,,,,,,,,,
All Other Markets Combined,5658,Holiday Lightscapes Inc,,,,,,,,,,
All Other Markets Combined,5662,Renaissance Portsmouth-Norfolk Waterfront Hotel,558,678,0.8230,Hospitality,3.6328,14.271186440677965,3.0821,18551.05,1.3964,643
All Other Markets Combined,5668,Amusement Exhibit & Event Services,247,263,0.9392,Entertainment,2.1173,18.30246913580247,7.5578,9733.37,0.4044,343
"Salt Lake City-Provo-Orem, UT",5676,Ivy City Co,140,161,0.8696,Warehouse,3.4565,15,3.2553,5492.08,6.6667,159
All Other Markets Combined,5682,The Friendship Circle,3,4,0.7500,Food Services,1.3333,17,7.6667,72.89,19.5000,4
All Other Markets Combined,5686,Aroma,,,,,,,,,,
All Other Markets Combined,5696,Spring Creek Brewing Company ,3,3,1.0000,Food Services,1.0000,10,3.2857,27.25,3.5000,4
"Salt Lake City-Provo-Orem, UT",5698,"Edible Arrangements (Murray, UT)",162,182,0.8901,Retail,3.1455,15.581818181818182,15.1897,6389.61,1.5370,173
"Dallas-Fort Worth, TX-OK",5698,"Edible Arrangements (Murray, UT)",162,182,0.8901,Retail,3.1455,15.581818181818182,15.1897,6389.61,1.5370,173
All Other Markets Combined,5702,Affordable & Luxury Event Rentals,25,29,0.8621,Events,2.8000,14,1.9091,864.77,3.5556,28
All Other Markets Combined,5703,Honey Baked Ham (Suwanee),,,,,,,,,,
All Other Markets Combined,5713,Ticheck Cleaning Services,4,4,1.0000,Janitorial,1.0000,12,6.3333,-9.9,2.0000,6
All Other Markets Combined,5716,Wo_Men Cleaning Janitorial Service,,,,,,,,,,
All Other Markets Combined,5721,Orchard Collision Inc.,,,,,,,,,,
All Other Markets Combined,5727,"Event Staging, Inc",,,,,,,,,,
All Other Markets Combined,5728,CCA Commercial Cleaning Service,,,,,,,,,,
All Other Markets Combined,5736,Precise Interiors,,,,,,,,,,
All Other Markets Combined,5740,Honey Baked Ham (Kennesaw),,,,Food Services,,,28.5000,,,
"Dallas-Fort Worth, TX-OK",5741,Prime Home Staging,4,4,1.0000,Warehouse,4.0000,18,1.0000,182.46,,4
All Other Markets Combined,5742,Honey Baked Ham (Brookhaven),,,,Food Services,,,69.2500,,,
All Other Markets Combined,5752,Honey Baked Ham (Boca Raton),,,,,,,,,,
"Dallas-Fort Worth, TX-OK",5761,The Clean Team,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",5773,Decatur Conference Center,104,109,0.9541,Hospitality,1.8654,17.76923076923077,11.8730,3534.42,5.5435,97
All Other Markets Combined,5774,Sodexo - Jackson Main EVS,1165,1447,0.8051,Hospitality,4.8133,15.753333333333334,10.6526,35130.02,0.3311,1444
All Other Markets Combined,5777,Collab Foods,,,,,,,,,,
All Other Markets Combined,5781,DoubleTree Suites by Hilton Tucson Airport,6,6,1.0000,Hospitality,1.0000,13.850000381469727,2.8333,284.13,8.6000,6
All Other Markets Combined,5782,Homevibesbydeborah,,,,,,,,,,
All Other Markets Combined,5785,Xtreme House Cleaning Services,,,,,,,,,,
"Dallas-Fort Worth, TX-OK",5791,"Johnson Bros. Bakery Supply, Inc.",,,,,,,,,,
"Dallas-Fort Worth, TX-OK",5792,Jasmine Cafe,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT",5794,Thomas Cuisine - Utah (Salt Lake Regional),3,3,1.0000,Food Services,1.0000,18,3.0000,153.3,4.0000,4
"Salt Lake City-Provo-Orem, UT",5798,Greenband Enterprises,,,,Entertainment,,,66.4286,,,
All Other Markets Combined,5800,Bello Cleaning,,,,,,,,,,
